courier_risk_score,delivery_attempts,delivery_delay_days,otp_confirmation,delivery_photo,pickup_delay_days,pickup_attempts,tamper_route,distance_km,weight_mismatch,logistics_risk_label
0.85,4,4,1,0,12,2,0,1838,0,0
0.36,3,10,1,0,3,4,0,2181,0,1
0.89,4,13,1,0,9,3,0,1438,0,1
0.70,4,6,1,0,4,1,1,878,0,1
0.26,5,8,0,0,12,4,0,2076,0,1
0.95,4,10,1,1,3,1,0,1121,0,1
0.20,5,14,0,0,9,4,0,334,0,1
0.51,4,1,1,0,4,1,0,366,0,0
0.85,5,11,1,1,1,1,0,590,0,0
0.38,3,4,1,1,13,3,0,480,0,0
0.51,3,12,1,1,2,3,0,479,0,0
0.28,4,12,1,0,3,2,0,1362,0,0
0.06,4,7,1,1,7,1,1,586,0,0
0.57,4,1,1,0,14,2,0,2432,1,1
0.64,4,1,1,1,11,4,0,1037,0,1
0.70,4,1,1,0,0,2,1,2228,1,1
0.12,2,8,1,1,1,4,0,1470,0,0
0.79,1,14,1,1,1,4,0,1930,0,0
0.25,1,7,0,1,8,2,1,2038,1,1
0.88,2,5,1,0,8,2,0,2290,0,0
0.67,4,6,0,0,3,2,0,1599,0,1
0.27,3,4,1,0,7,1,0,1394,0,0
0.23,3,7,1,1,5,2,0,1117,0,0
0.68,3,11,1,1,11,1,0,1644,1,0
0.27,4,13,1,1,11,3,0,1652,0,1
0.63,1,3,1,1,0,1,0,2376,0,0
0.77,1,0,1,0,8,3,1,808,0,1
0.82,5,13,0,0,8,3,1,489,0,1
0.29,5,11,0,1,3,3,0,1697,0,0
0.26,1,9,1,1,2,1,0,1040,0,0
0.45,5,4,1,1,6,2,0,1335,0,0
0.78,1,12,1,1,10,4,0,424,0,0
0.45,2,0,0,1,10,2,0,1251,1,0
0.70,4,14,0,1,5,2,0,1062,0,0
0.28,5,8,0,1,7,1,0,800,1,1
0.95,1,13,1,0,10,1,0,313,0,0
0.78,5,4,1,1,3,4,0,1533,0,0
0.26,4,6,0,1,14,1,0,2083,1,1
0.67,3,8,1,1,9,3,0,527,0,1
0.99,3,4,1,1,11,2,0,221,0,0
0.86,5,14,1,1,5,1,0,1629,0,0
0.86,4,14,0,0,3,3,1,1970,0,1
0.74,5,2,1,1,0,4,0,2069,0,1
0.34,2,1,1,1,9,1,0,412,0,0
0.77,3,2,1,1,6,2,1,1376,0,1
0.20,5,6,1,1,9,3,1,1582,0,1
0.27,4,12,1,1,12,4,1,1809,0,1
0.10,4,5,1,1,12,4,1,942,0,1
0.37,5,1,0,1,2,3,1,1152,0,1
0.01,4,0,0,1,10,1,0,2194,1,1
0.55,3,12,1,1,2,2,0,273,0,0
0.42,1,1,1,0,1,1,0,574,1,0
0.72,4,14,1,1,9,4,0,200,0,1
0.60,3,11,0,1,6,2,0,1303,0,1
0.96,3,1,1,1,5,1,0,684,0,0
0.49,2,2,1,1,12,4,1,651,0,0
0.55,2,3,0,1,12,3,0,2199,0,1
0.58,1,3,1,1,8,4,0,2010,0,0
0.14,4,5,1,1,11,2,0,1241,0,0
0.09,1,11,1,0,6,3,0,717,1,1
0.31,4,12,1,1,7,2,0,183,1,0
0.38,5,10,1,1,7,4,0,492,0,0
0.16,3,13,1,1,6,3,0,1554,0,1
0.80,5,5,1,0,11,1,0,1744,0,0
0.92,1,0,1,0,10,2,1,2442,0,1
0.17,5,12,1,1,13,1,0,275,0,0
0.52,2,10,1,1,4,4,0,402,0,0
0.93,5,2,1,1,9,1,0,2412,0,1
0.58,1,0,1,0,14,2,0,366,0,0
0.08,5,4,0,1,8,4,1,2427,0,1
0.84,3,9,1,0,0,3,1,1608,0,1
0.03,5,14,1,1,8,1,1,2380,0,0
0.88,3,1,1,1,3,4,0,827,0,1
0.19,1,11,1,1,3,3,0,898,1,1
0.68,5,12,1,1,2,4,0,79,1,1
0.11,5,12,1,0,10,1,0,1334,0,0
0.33,4,7,1,1,5,1,0,2441,0,0
0.36,3,14,1,1,6,3,1,1420,1,1
0.70,3,10,1,1,10,4,0,677,1,1
0.75,3,5,1,0,4,2,0,1375,0,1
0.54,5,4,1,1,11,4,1,1556,0,0
0.57,1,8,1,0,8,3,1,2023,0,1
0.53,1,5,0,1,2,2,0,1516,0,0
0.20,5,2,1,1,12,3,0,711,0,0
0.16,1,2,1,1,10,2,0,1394,0,0
0.80,3,7,1,1,10,3,0,2040,1,1
0.36,5,5,1,1,5,4,0,482,0,0
0.11,4,13,1,0,13,3,1,2003,0,1
0.40,4,11,1,1,1,1,0,1599,0,0
0.60,2,9,1,1,11,3,0,617,0,0
0.23,5,0,1,1,13,4,1,1142,0,1
0.70,2,9,1,1,12,2,0,1684,0,0
0.58,2,10,1,1,0,2,0,1680,0,0
0.33,2,13,1,0,1,1,1,935,0,1
0.37,3,0,1,1,8,2,1,385,0,0
0.47,4,7,1,0,10,2,1,1420,0,1
0.59,2,14,1,1,11,1,0,926,0,0
0.33,3,6,1,1,10,3,0,1608,0,1
0.82,1,7,1,1,14,4,0,1085,1,1
0.40,3,3,1,1,2,2,1,234,0,0
0.41,1,0,1,1,12,3,0,239,0,0
0.64,3,14,1,1,2,2,1,1836,0,1
0.51,5,0,1,0,6,2,0,2094,0,0
0.38,4,2,1,1,0,4,0,782,0,0
0.33,4,0,0,1,9,2,0,156,0,0
0.19,4,4,1,1,2,1,0,2482,0,0
0.98,2,3,0,0,8,4,0,2428,1,1
0.98,3,5,1,1,2,1,1,1215,0,1
0.27,1,10,1,1,2,1,0,2379,0,0
0.47,1,4,1,1,8,3,0,1842,0,1
0.79,5,2,0,0,3,2,0,2465,0,1
0.21,1,2,1,1,8,1,1,662,1,0
0.85,4,0,1,1,10,3,0,139,0,1
0.56,4,9,0,1,0,2,0,709,0,1
0.09,4,0,0,1,6,3,0,712,0,1
0.53,3,0,1,1,2,2,0,1390,0,0
0.12,4,4,0,1,4,1,1,1983,1,1
0.68,3,13,1,0,7,2,0,1986,0,1
0.76,2,5,0,1,2,3,0,375,0,1
0.10,1,6,1,1,13,2,1,58,0,0
0.75,3,10,1,1,14,3,0,495,0,1
0.32,1,5,0,1,10,1,0,1786,0,0
0.90,4,14,1,1,1,3,0,2259,0,1
0.44,3,8,1,1,12,2,0,2044,0,0
0.37,3,7,1,0,12,4,0,1164,0,0
0.64,5,10,1,1,14,2,0,2400,0,1
0.41,5,8,0,1,8,3,0,436,0,0
0.61,1,5,0,0,5,4,0,365,1,1
0.51,1,3,0,0,4,2,0,1706,0,1
0.18,4,6,1,1,9,2,0,9,0,0
0.39,3,4,1,1,12,4,1,1577,0,0
0.69,4,12,1,1,11,2,0,376,1,1
0.56,2,14,0,0,8,1,1,1918,0,0
0.35,4,2,1,1,11,4,0,1403,0,0
0.85,4,8,1,0,7,1,0,1467,0,1
0.51,4,10,0,1,10,1,1,1520,0,1
0.80,3,8,1,0,0,3,0,129,0,1
0.50,3,6,1,1,8,2,1,2085,0,1
0.92,5,8,1,1,1,1,1,157,1,1
0.47,3,13,0,0,11,4,1,1217,0,1
0.15,1,12,1,1,1,3,0,1649,0,0
0.41,1,11,1,0,13,3,0,2130,0,1
0.04,1,12,1,0,14,2,1,1003,0,1
0.85,4,13,1,1,10,4,0,1949,0,1
0.17,5,5,1,0,4,2,0,1069,0,1
0.21,5,7,0,1,6,2,0,1478,0,1
0.94,3,14,1,1,10,2,0,2176,0,0
0.97,1,14,1,1,7,3,0,1966,0,1
0.87,3,9,1,1,2,2,1,1627,0,1
0.70,1,12,1,0,7,2,0,1854,0,0
0.02,2,1,0,0,14,1,1,2499,1,1
0.86,5,5,0,1,0,3,0,1306,0,1
0.51,4,12,0,1,13,2,1,1409,0,0
0.41,2,13,1,1,12,4,0,1052,0,0
0.38,4,6,0,1,2,3,0,1526,0,0
0.27,3,7,1,1,4,2,0,1915,0,0
0.55,5,10,1,1,3,4,0,2276,0,0
0.28,2,11,1,0,14,4,0,2291,0,0
1.00,3,8,1,1,0,1,0,1481,0,1
0.35,1,4,1,1,6,1,0,1134,0,0
0.06,3,12,1,1,12,3,0,103,0,0
0.92,3,4,0,1,13,2,0,2109,0,1
0.83,4,14,1,1,1,2,0,2491,0,0
0.47,5,9,0,1,0,3,0,663,0,0
0.80,1,11,0,1,0,3,0,1067,0,1
0.79,4,4,1,0,12,4,0,1019,1,1
0.03,2,13,0,1,4,2,0,2133,0,0
0.32,5,3,1,1,4,2,0,659,0,0
0.56,3,5,1,1,14,4,0,1887,0,0
0.02,4,1,1,1,2,4,0,1661,0,0
0.77,3,4,1,0,3,2,0,2130,1,1
0.82,4,12,0,1,12,3,0,2315,0,1
0.13,3,4,1,0,14,1,1,1334,0,0
0.38,5,1,0,1,10,1,1,297,0,0
0.65,5,6,0,1,7,1,1,1409,1,1
0.48,2,0,1,1,1,3,0,944,0,0
0.76,5,2,0,0,1,1,0,1855,0,1
0.63,3,8,1,1,11,1,0,0,0,1
0.27,3,13,0,1,3,4,1,216,0,1
0.08,5,9,0,0,3,3,1,373,0,1
0.80,2,13,0,0,7,4,0,2246,1,1
0.30,5,14,1,0,2,1,1,2173,0,1
0.85,2,13,1,0,11,1,0,524,0,0
0.06,5,6,0,1,4,4,0,10,0,0
0.38,1,7,0,0,2,3,0,397,0,0
0.26,3,6,1,1,9,2,0,878,0,0
0.79,4,4,1,0,13,2,0,12,0,0
0.49,5,11,1,1,4,3,0,784,0,0
0.42,2,6,0,1,12,3,0,1015,1,1
0.13,3,1,1,0,13,1,0,2477,0,0
0.71,3,3,1,1,4,1,0,150,0,0
0.14,3,4,1,1,11,2,0,695,0,0
0.90,5,10,1,0,11,2,0,1007,0,1
0.78,2,11,0,0,4,3,0,126,0,0
0.32,4,5,1,1,9,4,0,1996,0,1
0.80,3,1,1,1,12,1,0,1548,0,1
0.50,4,7,1,1,11,3,0,1992,0,1
0.97,4,11,1,0,0,3,1,1240,0,1
0.49,4,11,1,1,2,1,0,828,0,0
0.80,4,11,1,1,2,3,0,493,0,0
0.70,1,14,1,0,0,4,0,1714,0,1
0.60,4,14,1,1,9,3,0,1058,1,1
0.49,1,11,1,1,8,3,0,2210,0,0
0.02,3,13,0,1,8,4,0,1057,1,1
0.19,5,14,1,1,2,3,0,1213,0,0
0.53,4,0,1,0,0,3,1,2309,0,1
0.53,2,3,1,1,14,2,0,1152,1,0
0.50,5,13,1,1,0,1,0,1850,1,0
0.35,5,14,1,0,10,2,1,636,0,1
0.38,1,3,1,0,1,4,0,629,0,0
0.20,4,6,0,0,14,2,0,1230,0,1
0.84,1,2,1,0,0,1,0,917,0,0
0.79,2,12,1,1,4,3,1,1809,0,0
0.82,4,10,1,1,12,3,0,605,0,1
0.72,5,13,1,0,4,1,0,1403,0,1
0.52,2,12,0,0,10,1,0,550,0,1
0.34,2,2,1,1,0,3,1,212,0,0
0.10,3,3,1,0,12,3,0,478,1,1
0.42,3,12,1,1,6,1,0,369,1,1
0.60,5,10,0,1,1,4,1,656,1,1
0.75,3,6,1,0,9,1,0,1535,1,1
0.82,2,14,1,0,1,1,0,285,0,1
0.55,4,12,1,1,0,2,0,390,1,0
0.71,1,5,0,1,6,2,0,770,0,1
0.63,5,8,1,0,2,4,0,86,0,1
0.65,3,2,1,1,14,3,0,1707,0,0
0.26,3,9,0,0,11,4,0,421,1,1
0.95,4,8,1,1,9,1,0,201,0,1
0.36,4,1,1,0,8,2,0,1067,0,0
0.96,2,14,1,1,13,4,0,196,0,0
0.73,4,1,1,0,10,2,0,341,1,0
0.53,3,1,1,0,9,3,1,284,0,1
0.26,3,14,1,1,13,3,0,608,0,0
0.75,3,2,1,1,7,4,0,807,0,1
0.09,2,0,0,1,4,4,0,1884,1,1
0.23,1,0,1,1,0,3,0,988,0,0
0.09,1,4,1,1,5,4,0,1202,0,0
0.12,4,13,0,1,14,4,1,1047,0,1
0.23,4,3,0,1,3,2,0,920,1,0
0.21,1,4,1,1,4,2,0,2476,0,0
0.86,4,3,0,1,10,2,0,1445,0,1
0.91,5,12,1,1,13,1,0,251,0,0
0.05,5,1,1,1,10,2,1,734,0,0
0.90,2,0,1,1,14,4,1,1097,0,0
0.55,3,10,0,1,3,1,0,1882,0,1
0.54,1,8,1,1,14,2,1,413,0,1
0.76,5,6,0,0,2,2,1,2012,0,1
0.92,1,6,0,1,10,1,0,2145,0,0
0.94,1,1,1,1,7,3,0,542,1,0
0.94,5,13,1,1,5,2,0,1049,0,0
0.81,4,11,1,1,7,3,0,422,0,0
0.64,3,0,1,1,14,3,0,1094,0,1
0.04,1,11,1,1,1,1,0,360,0,0
0.93,4,5,1,0,4,2,0,2264,1,1
0.64,1,5,1,1,8,1,1,2095,0,0
0.61,2,0,1,0,7,4,0,298,0,1
0.81,3,8,1,1,1,4,1,1074,0,1
0.63,3,9,1,1,12,3,0,1432,0,1
0.61,1,4,1,1,5,4,0,2302,0,0
0.30,3,3,0,1,7,4,0,338,0,1
0.24,3,8,1,1,0,1,1,1037,0,0
0.72,1,13,1,1,11,3,0,2119,0,1
0.66,1,9,1,0,11,1,0,94,1,0
0.89,2,12,1,1,5,3,0,2240,0,0
0.49,2,11,1,1,2,1,0,148,0,0
0.23,2,0,1,1,3,3,0,2488,0,0
0.74,1,9,1,1,3,4,0,664,0,0
1.00,1,11,1,1,11,2,0,188,0,0
0.00,5,10,0,1,0,4,0,277,0,0
0.22,5,5,1,1,10,3,0,57,0,0
0.79,1,3,0,0,10,4,0,739,0,0
0.98,2,0,1,1,5,2,0,368,0,0
0.96,3,8,0,1,2,4,0,1291,0,1
0.04,5,2,1,1,10,1,0,1718,0,0
0.70,5,2,0,0,14,3,1,1192,0,1
0.36,2,11,1,1,0,1,0,1973,0,0
0.51,3,9,1,1,1,3,0,2051,0,0
0.32,3,6,1,0,6,3,0,783,0,1
0.20,1,13,1,0,8,3,0,2272,1,1
0.39,2,1,1,1,11,4,1,755,0,0
0.75,1,11,1,1,1,2,0,2438,0,0
0.58,2,5,0,1,1,1,0,630,0,0
0.94,5,0,1,1,10,2,0,813,0,0
0.62,3,11,0,1,5,1,0,1159,0,1
0.49,3,3,1,1,14,3,0,1985,0,0
0.29,1,2,1,0,9,1,0,1032,0,0
0.76,1,3,1,0,11,1,0,1658,1,0
0.22,3,3,1,0,6,4,0,487,0,0
0.37,2,2,1,0,8,1,0,1792,0,0
0.18,3,4,1,1,13,2,0,2354,0,0
0.43,4,1,0,1,2,2,0,1689,1,1
0.06,1,12,1,1,1,2,0,552,0,0
0.49,2,9,1,0,10,4,1,1108,0,0
0.37,5,10,1,1,10,3,0,1228,0,0
0.42,5,0,1,1,13,2,0,450,0,0
0.37,2,8,1,1,9,2,0,2190,0,1
0.42,5,5,0,1,5,1,0,1749,0,0
0.30,5,7,1,0,11,1,0,569,1,1
0.87,4,1,1,0,12,1,0,1383,0,0
0.99,2,8,0,1,6,2,0,31,0,1
0.75,2,1,1,1,13,3,1,1168,0,1
0.34,4,14,1,1,3,3,0,1948,0,0
0.90,4,6,1,0,14,4,0,1899,0,1
0.40,5,8,1,1,1,1,0,1172,1,0
0.11,4,6,1,0,3,3,0,2261,0,1
0.72,2,14,0,1,0,1,0,2281,0,0
0.73,4,13,1,0,1,3,1,725,0,1
0.77,5,14,1,1,11,3,0,2012,0,1
0.22,2,12,0,0,9,3,0,897,1,1
0.28,4,4,0,1,13,3,0,693,0,0
0.92,1,5,1,0,1,1,0,1508,0,1
0.32,5,8,1,0,10,4,1,1207,0,1
0.98,5,9,0,1,14,3,0,29,1,1
0.70,3,12,0,1,5,2,0,1361,0,1
0.18,4,6,1,1,2,3,0,1222,0,0
0.68,4,13,1,1,6,1,0,1732,1,1
0.06,3,4,1,1,14,3,1,2181,0,0
0.11,5,8,1,0,8,2,0,2417,0,0
0.76,3,0,1,0,10,3,0,1620,0,1
0.46,3,2,1,1,13,1,0,636,0,0
0.21,5,8,0,1,0,4,0,2314,0,0
0.06,3,14,1,1,8,4,1,903,0,1
0.75,5,8,1,1,2,2,0,1130,0,0
0.96,4,11,1,1,4,3,0,42,0,1
0.70,5,1,1,1,0,4,0,1662,0,1
0.24,3,6,0,1,14,2,0,2492,0,0
0.07,4,12,0,1,11,3,0,131,0,0
0.34,2,12,1,1,1,3,0,255,0,0
0.24,2,6,1,1,10,3,0,345,0,0
0.10,5,8,1,1,3,4,0,1455,0,0
0.51,2,4,1,1,1,3,0,1225,0,0
0.88,1,3,0,1,5,2,0,1453,0,1
0.36,5,4,1,0,10,1,0,1751,0,0
0.96,1,5,1,1,12,1,0,1412,0,0
0.20,2,0,1,0,6,3,0,555,0,0
0.88,3,6,1,0,2,3,0,2188,0,1
0.25,5,2,1,0,9,2,0,1319,0,1
0.91,2,5,0,1,8,3,0,504,0,1
0.45,4,2,1,0,13,3,0,2039,0,1
0.06,3,2,1,1,10,3,1,1652,0,0
0.90,1,11,1,0,1,1,0,1412,0,1
0.09,2,11,1,1,6,4,1,1921,0,1
0.74,5,2,0,1,1,2,1,23,0,0
0.34,2,7,1,0,0,4,0,513,0,0
0.16,1,7,1,1,10,4,0,2408,0,0
0.98,5,9,1,0,8,4,0,129,0,1
0.78,3,14,1,1,6,2,0,1028,0,1
0.73,3,13,1,0,1,1,0,1229,0,0
0.41,1,1,1,0,11,1,0,93,0,0
0.37,1,6,1,0,14,3,0,1921,1,1
0.50,2,11,1,0,8,2,0,2125,1,1
0.61,5,9,1,0,7,4,0,178,0,1
0.92,4,13,0,1,4,2,0,861,0,1
0.33,3,3,1,1,1,3,0,782,0,0
0.18,5,14,1,0,4,1,0,1936,0,0
0.31,3,14,0,1,5,2,0,710,0,0
0.14,3,13,0,1,3,1,0,1016,0,1
0.11,1,0,1,1,11,3,0,1115,1,0
0.19,3,13,1,1,1,4,0,539,0,0
0.68,4,8,1,1,4,1,0,258,0,0
0.57,2,1,1,0,3,4,0,2186,0,0
0.91,3,2,1,0,13,1,0,1538,0,1
0.62,3,11,1,0,3,2,0,1956,0,1
0.50,3,2,1,1,8,4,0,214,1,0
0.95,5,13,1,0,4,2,0,97,0,0
0.99,3,10,0,0,9,2,0,486,1,1
0.58,5,10,1,0,11,2,0,1314,0,0
0.91,4,14,1,1,10,1,1,2114,0,1
0.72,4,7,1,1,4,1,1,820,0,1
0.50,1,14,1,1,3,2,0,667,0,0
0.16,3,11,1,1,8,1,0,389,1,1
0.42,5,0,1,1,8,4,0,1132,0,0
0.46,3,2,1,0,12,1,0,1145,0,0
0.09,2,7,0,1,4,1,1,2049,0,0
0.47,1,4,1,1,4,3,0,428,1,0
0.13,4,3,1,0,7,1,0,2441,0,0
0.57,2,0,1,0,13,1,0,900,0,0
0.62,3,7,0,1,9,3,0,1125,0,1
0.67,2,8,1,0,7,2,0,2286,0,1
0.66,3,14,0,1,11,2,0,1364,0,1
0.59,2,10,1,1,7,1,0,383,0,0
0.80,1,13,1,0,6,2,0,1175,0,1
0.37,4,2,0,0,9,1,1,178,0,1
0.56,4,9,1,1,12,2,0,1499,1,0
0.37,5,1,1,1,11,3,0,1893,0,0
0.50,2,6,1,1,9,2,0,487,0,0
0.52,1,6,1,0,10,2,1,930,0,0
0.46,1,11,1,0,9,2,1,626,0,0
0.22,4,5,1,1,12,1,0,2351,0,1
0.54,1,2,1,1,0,4,0,1475,0,0
0.17,1,2,1,1,0,4,0,269,1,0
0.75,5,9,1,1,0,4,0,2110,0,0
0.19,4,2,1,1,3,4,0,2171,0,0
0.86,4,5,1,1,8,2,0,2270,0,0
0.25,3,2,0,0,14,1,1,1082,0,1
0.70,5,0,0,0,12,3,0,1869,0,1
0.62,5,11,1,0,12,1,0,2177,0,1
0.44,4,9,1,0,12,1,1,1407,0,0
0.69,2,8,1,1,1,4,0,2301,0,0
0.27,1,7,1,1,8,2,1,750,0,0
0.64,2,11,1,1,9,2,0,2065,1,1
0.06,3,13,0,1,5,2,0,2231,0,0
0.95,2,4,1,1,9,3,0,830,0,0
0.92,5,9,1,1,9,1,0,17,0,0
0.96,2,6,1,1,9,4,0,172,0,0
0.86,4,8,1,1,5,2,0,179,1,0
0.45,5,8,0,1,12,2,0,449,0,1
0.07,1,12,1,0,8,3,0,1839,0,0
0.36,3,10,1,1,14,3,0,272,0,0
0.58,3,8,0,0,14,4,0,1593,0,1
0.35,5,4,0,1,14,3,0,2260,0,0
0.17,4,10,1,0,14,3,0,2386,0,1
0.62,2,10,0,1,8,1,0,972,0,1
0.79,4,11,1,1,6,2,1,1358,0,1
0.29,2,1,1,1,14,2,0,1539,0,0
0.58,5,12,1,0,10,1,0,754,0,0
0.31,1,7,1,0,14,1,1,748,0,0
0.39,1,6,0,1,12,4,0,465,1,1
0.92,1,13,0,0,14,4,0,1366,0,1
0.22,3,11,1,0,0,3,1,2383,0,1
0.78,4,12,1,1,5,2,1,1104,0,1
0.10,4,4,1,1,1,3,0,484,0,0
0.77,3,7,0,0,13,4,0,1326,0,1
0.68,3,11,1,0,2,4,0,957,0,1
0.05,2,14,1,1,0,1,0,582,1,0
0.25,2,7,1,1,4,1,0,155,0,0
0.79,3,5,1,1,5,1,0,463,0,0
0.29,2,11,0,1,11,1,0,332,0,0
0.94,5,3,1,0,9,4,1,2174,0,1
0.89,4,2,1,1,3,3,0,529,0,1
0.89,3,6,1,1,9,2,0,1834,0,0
0.60,4,8,0,0,7,1,0,699,0,0
0.35,1,2,0,0,1,4,1,1830,0,1
0.86,3,7,1,0,0,3,0,502,0,0
0.96,2,10,1,0,4,3,0,1360,0,0
0.59,4,3,1,1,12,3,0,1811,0,0
0.72,1,12,1,0,1,3,1,1575,0,1
0.63,5,13,1,1,9,2,0,2245,0,1
0.94,1,13,1,1,8,1,1,879,0,1
0.23,1,1,1,0,1,1,0,257,0,0
0.42,2,12,0,1,6,4,0,1743,0,0
0.54,1,3,1,0,10,2,0,1599,1,0
0.10,3,14,1,0,1,3,0,368,0,0
0.13,3,10,0,1,13,3,0,1341,0,1
0.25,2,1,0,1,8,3,0,1430,0,0
0.03,4,1,0,0,2,2,0,358,0,0
0.97,2,11,0,1,3,1,0,552,0,0
0.21,3,3,1,0,3,3,0,1852,0,1
0.60,5,6,1,1,2,4,1,1960,0,0
0.01,1,13,1,1,10,1,0,1422,1,1
0.63,1,4,1,0,7,2,0,234,0,0
0.90,4,3,0,1,13,4,0,932,0,1
0.21,5,8,1,0,2,3,0,2472,0,1
0.86,2,12,1,0,7,1,0,995,0,1
0.11,5,3,1,1,14,1,0,1828,1,0
0.59,2,7,1,0,2,1,1,2159,0,0
0.48,3,3,1,1,6,1,1,770,0,0
0.71,5,5,1,1,5,1,1,1036,0,0
0.78,4,2,1,0,2,2,0,1230,0,0
0.62,3,7,1,0,8,2,0,1417,1,1
0.90,1,9,1,1,0,2,0,1246,1,1
0.99,5,11,1,1,6,2,0,234,0,0
0.92,5,8,1,0,7,2,1,2273,0,1
0.03,2,1,1,1,1,4,0,1538,0,0
0.74,3,1,1,1,13,4,1,847,0,1
0.34,2,5,1,1,1,4,0,2424,0,0
0.03,1,13,1,1,11,3,0,2122,0,0
0.78,1,11,1,0,9,2,1,759,0,1
0.10,3,10,1,1,12,3,0,1029,0,0
0.42,1,0,1,1,11,2,0,940,1,0
0.93,2,4,1,0,3,2,0,2074,1,1
0.78,5,14,1,0,6,2,1,1652,0,1
0.83,2,0,1,0,3,1,0,1713,0,0
0.92,5,0,1,1,13,4,1,214,0,0
0.51,2,8,1,1,13,4,0,573,0,0
0.59,4,10,1,0,1,4,0,1971,1,0
0.98,2,5,0,1,7,3,0,1142,0,1
0.32,2,11,1,0,2,2,0,1163,0,0
0.35,1,13,1,0,13,2,0,2252,0,0
0.81,4,4,1,1,13,3,1,1357,0,1
0.46,2,8,1,1,7,4,0,1534,0,0
0.97,1,10,1,1,6,1,0,1681,1,0
0.76,5,8,1,1,8,4,0,2415,1,1
0.49,3,6,1,0,2,2,1,2290,0,0
0.37,5,5,1,1,9,3,0,419,0,0
0.26,4,10,1,1,12,2,1,1368,0,1
0.33,4,5,1,1,3,1,0,219,0,0
0.30,5,4,1,1,0,1,1,945,0,0
0.40,1,1,1,1,13,2,1,1824,1,1
0.17,3,10,1,1,5,3,0,221,0,0
0.03,1,11,1,1,6,2,0,1163,0,0
0.40,4,13,1,0,13,2,1,758,1,1
0.75,4,6,0,1,5,2,0,1333,1,0
0.87,5,0,1,1,12,1,1,154,0,1
0.98,5,7,0,1,8,1,1,203,0,1
0.44,5,7,1,1,9,4,0,2028,1,1
0.77,5,0,1,1,4,3,0,43,0,1
0.86,1,2,1,1,13,2,0,2495,0,0
0.95,2,1,1,1,13,3,0,1291,0,0
0.62,4,7,1,1,12,2,0,924,0,1
0.96,3,13,1,1,0,2,1,1215,0,1
0.01,3,1,1,0,11,3,0,2148,1,1
0.58,3,7,1,1,1,4,1,429,0,1
0.26,2,9,1,0,13,2,0,2053,0,0
0.50,2,6,1,1,8,2,0,1421,0,0
0.65,4,8,1,1,0,3,0,768,0,1
0.54,2,5,1,1,9,2,0,2432,0,0
0.05,3,5,1,1,12,1,0,988,0,0
0.81,4,3,1,0,10,4,0,2022,0,1
0.14,5,6,1,1,1,2,1,1925,0,1
0.95,3,0,0,1,7,1,0,209,0,0
0.99,2,2,1,1,4,1,0,2050,0,0
0.05,3,4,1,0,6,3,1,106,0,1
0.62,5,4,1,1,6,3,1,280,0,1
0.11,1,3,1,1,6,1,0,1307,0,0
0.49,2,14,1,1,8,1,0,1950,0,0
0.14,2,4,0,1,8,4,0,1383,0,1
0.23,2,4,0,1,1,2,0,1562,0,0
0.94,1,13,0,0,5,4,1,887,0,1
0.86,4,2,1,1,0,1,0,1413,0,0
0.92,5,12,1,0,7,4,0,76,0,1
0.39,3,14,1,1,4,1,0,1476,0,0
0.36,2,7,1,1,14,4,0,2208,0,0
0.85,4,12,1,1,10,3,0,424,0,0
0.50,3,9,0,1,10,1,0,1297,0,0
0.94,2,13,0,1,1,3,0,181,1,1
0.14,2,8,0,1,0,4,0,992,0,0
0.32,3,1,1,0,11,2,0,2458,0,1
0.85,4,13,1,1,9,2,0,1915,1,1
0.55,3,5,1,1,0,2,0,346,1,0
0.21,4,13,1,1,11,3,1,2223,0,1
0.84,5,12,1,0,14,4,0,1839,0,1
0.03,5,5,1,1,6,1,0,1493,0,0
0.42,4,14,1,0,1,1,1,198,0,0
0.60,4,4,1,0,9,4,0,772,0,1
0.70,2,2,1,1,14,1,1,1790,0,0
0.18,5,1,0,0,2,3,0,405,0,1
0.83,2,12,0,1,13,4,0,1284,0,1
0.50,5,11,1,1,14,2,0,1941,0,1
0.37,2,4,1,1,9,4,1,5,0,0
0.35,4,5,1,0,6,4,0,63,0,0
0.88,2,11,1,1,7,1,0,1529,0,1
0.26,3,12,1,1,1,1,1,292,0,0
0.62,2,10,0,0,13,2,1,2494,1,1
0.21,3,1,1,1,5,2,0,1146,0,0
0.94,5,0,1,1,2,1,0,250,0,0
0.98,3,5,0,0,7,4,0,1783,0,1
0.67,1,4,1,1,0,3,1,1066,0,0
0.21,3,13,1,1,5,4,1,1647,0,0
0.46,4,6,1,1,3,2,1,940,0,0
0.02,5,1,1,1,10,3,0,1926,0,1
0.51,5,4,1,1,5,1,0,320,0,0
0.65,1,5,1,0,11,2,0,324,0,0
0.86,3,3,1,1,4,4,0,1547,0,0
0.05,1,7,1,1,2,1,0,1513,0,0
0.22,5,0,0,0,5,3,0,2293,0,1
0.37,3,9,1,1,8,1,0,263,0,0
0.22,4,2,1,1,12,4,0,685,0,1
0.84,2,8,1,1,1,1,0,2406,0,0
0.86,3,5,0,0,13,2,1,1429,0,1
0.72,2,11,1,0,4,4,0,2415,0,1
0.51,3,10,0,1,14,3,0,1548,0,1
0.47,4,9,0,1,9,1,0,832,0,1
0.34,4,3,1,0,1,3,0,2092,0,0
0.67,3,9,1,0,7,3,0,516,0,1
