seller_age_days,verification_level,total_orders,seller_return_rate,seller_dispute_rate,wrong_item_rate,damaged_item_rate,avg_product_price,refund_before_inspection,negative_feedback_rate,seller_risk_label
554,0,3229,0.64,0.16,0.28,0.27,878.72,0,0.21,1
601,2,3031,0.78,0.42,0.26,0.21,9302.78,0,0.27,1
401,0,3462,0.24,0.21,0.12,0.23,14380.83,1,0.06,0
1464,0,1945,0.94,0.31,0.33,0.20,4097.69,1,0.25,1
1929,1,379,0.92,0.35,0.25,0.08,8546.24,1,0.55,1
1879,1,3545,0.35,0.04,0.15,0.03,9606.19,0,0.35,0
125,1,1468,0.19,0.48,0.34,0.36,4817.37,1,0.50,1
1986,2,785,0.29,0.42,0.07,0.39,9950.80,0,0.07,0
1389,0,1191,0.38,0.16,0.32,0.12,11298.83,0,0.58,1
553,0,3657,0.07,0.27,0.22,0.12,12070.71,0,0.14,0
914,1,1970,0.77,0.17,0.11,0.18,6677.82,0,0.27,0
1110,1,4810,0.60,0.44,0.37,0.08,9497.52,0,0.04,0
1639,1,4055,0.19,0.11,0.08,0.25,3095.44,0,0.41,0
1568,0,1631,0.18,0.03,0.08,0.24,5536.39,1,0.02,0
741,2,4953,0.34,0.05,0.20,0.39,4396.73,1,0.15,0
484,2,1380,0.42,0.17,0.08,0.17,7500.86,1,0.04,0
135,2,1725,0.38,0.27,0.24,0.35,336.35,0,0.05,1
943,2,2580,0.67,0.27,0.11,0.24,3665.23,0,0.23,0
967,0,1815,0.51,0.01,0.24,0.39,5531.49,1,0.47,1
1957,2,2218,0.02,0.26,0.19,0.01,8103.00,0,0.39,0
1776,1,757,0.80,0.02,0.05,0.04,10366.34,0,0.04,0
1844,1,4682,0.93,0.00,0.19,0.10,9962.34,1,0.51,1
1581,0,3839,0.57,0.45,0.04,0.05,7287.00,0,0.47,1
1009,1,3602,0.61,0.21,0.26,0.12,11442.65,1,0.48,1
609,1,1838,0.65,0.08,0.31,0.16,8249.06,0,0.60,0
3,0,2579,0.06,0.06,0.38,0.20,11459.56,0,0.24,0
771,1,2568,0.89,0.20,0.13,0.02,7789.99,0,0.01,0
474,1,4728,0.72,0.45,0.30,0.19,2613.54,1,0.50,1
1733,1,3117,0.95,0.34,0.11,0.26,11369.23,1,0.41,1
1467,1,3777,0.50,0.29,0.15,0.23,12630.58,1,0.43,1
1,1,4737,0.96,0.26,0.36,0.11,10695.08,0,0.16,1
1914,2,4486,0.50,0.47,0.15,0.22,9304.15,0,0.11,0
1377,1,3894,0.24,0.21,0.22,0.30,12417.10,1,0.36,0
1300,1,3363,0.17,0.27,0.06,0.30,11752.72,0,0.44,1
281,2,4683,0.87,0.13,0.14,0.08,13470.06,1,0.05,0
1687,0,92,0.07,0.01,0.05,0.01,1115.78,0,0.24,0
770,1,3735,0.34,0.23,0.04,0.13,12906.59,0,0.46,0
944,1,2948,0.88,0.06,0.00,0.29,13979.98,1,0.04,1
1045,0,2300,0.76,0.13,0.36,0.33,10133.57,1,0.51,1
272,1,3071,0.44,0.12,0.25,0.24,1673.74,0,0.55,0
951,2,4720,0.30,0.03,0.18,0.16,5773.88,1,0.17,0
10,2,3997,0.16,0.07,0.34,0.35,5709.84,1,0.20,1
1479,2,4560,0.00,0.04,0.02,0.28,5817.71,1,0.47,0
1348,1,4683,0.36,0.31,0.33,0.30,5067.58,1,0.55,1
1673,0,2321,0.43,0.18,0.07,0.23,3895.27,1,0.10,0
1602,1,1304,0.58,0.20,0.16,0.24,4593.87,0,0.48,0
620,2,2222,0.02,0.28,0.17,0.15,7615.45,0,0.51,0
777,1,615,0.73,0.02,0.32,0.08,4669.11,0,0.58,0
766,2,158,0.07,0.25,0.35,0.35,3611.45,0,0.16,0
385,1,4228,0.49,0.35,0.39,0.37,9452.53,0,0.42,1
298,1,700,0.37,0.23,0.25,0.37,400.40,1,0.54,1
624,0,3547,0.73,0.01,0.19,0.22,4691.34,1,0.59,0
1634,2,2455,0.56,0.34,0.15,0.32,639.65,1,0.48,1
249,0,3836,0.41,0.43,0.24,0.14,10790.66,1,0.03,1
1460,2,1754,0.19,0.44,0.35,0.08,6467.82,1,0.21,0
756,1,3885,0.23,0.29,0.37,0.02,10060.32,1,0.59,1
1812,0,1533,0.82,0.20,0.05,0.36,7552.17,0,0.57,1
1815,2,3176,0.93,0.00,0.18,0.09,13901.38,0,0.55,0
698,2,4411,0.24,0.01,0.17,0.23,2068.13,0,0.08,0
692,1,4012,0.09,0.27,0.11,0.33,6011.04,0,0.24,0
65,0,768,0.47,0.26,0.34,0.38,1397.38,1,0.37,1
1209,0,4972,0.13,0.48,0.03,0.32,1405.41,1,0.34,1
1561,2,4637,0.02,0.24,0.18,0.12,6857.72,1,0.42,0
1657,2,4577,0.15,0.02,0.03,0.30,2892.37,0,0.21,0
1416,0,2034,0.61,0.16,0.22,0.35,996.89,1,0.54,1
1558,2,354,0.15,0.27,0.00,0.15,13979.65,1,0.31,1
553,2,691,0.06,0.32,0.13,0.38,13597.78,0,0.26,0
131,1,4315,0.10,0.43,0.23,0.39,14992.74,1,0.41,1
1516,1,269,0.10,0.01,0.23,0.06,5836.41,1,0.27,0
856,0,2926,0.90,0.50,0.05,0.12,988.39,0,0.11,0
234,0,4636,0.06,0.34,0.06,0.37,1362.53,1,0.26,1
3,2,2406,0.96,0.48,0.11,0.35,11654.74,1,0.33,1
741,0,3623,0.57,0.47,0.00,0.36,2035.65,1,0.46,1
1168,2,130,0.51,0.41,0.25,0.11,13593.91,1,0.57,1
944,0,2756,0.96,0.10,0.21,0.23,2913.60,1,0.41,1
786,1,3620,0.20,0.33,0.05,0.08,5671.35,0,0.14,0
614,0,3241,0.79,0.41,0.30,0.17,8491.57,1,0.52,1
1794,0,1362,0.32,0.42,0.23,0.13,2470.09,1,0.11,0
937,0,2819,0.73,0.24,0.33,0.39,1729.46,0,0.03,1
1939,0,3119,0.53,0.19,0.20,0.05,10295.16,0,0.24,0
602,1,599,0.29,0.31,0.17,0.08,5783.69,0,0.04,0
959,1,1007,0.25,0.38,0.40,0.28,9570.86,1,0.34,1
767,2,954,0.60,0.44,0.06,0.33,4693.16,1,0.25,1
801,0,988,0.86,0.48,0.31,0.35,6916.48,0,0.17,1
1013,1,1046,0.00,0.14,0.10,0.38,1658.31,0,0.55,0
463,0,889,0.47,0.18,0.03,0.12,8711.45,0,0.07,0
723,1,3738,0.21,0.37,0.37,0.29,2831.82,1,0.03,1
1715,2,3059,0.04,0.20,0.30,0.18,2342.11,0,0.15,0
1879,0,4639,0.12,0.15,0.39,0.03,3028.99,0,0.36,1
1494,2,4758,0.91,0.33,0.38,0.22,4815.35,1,0.14,1
1393,2,2458,0.93,0.24,0.32,0.04,5019.26,0,0.33,1
409,2,1931,0.61,0.18,0.30,0.08,9521.35,0,0.46,1
1141,2,1608,0.26,0.38,0.33,0.24,3993.98,1,0.10,0
1965,0,1468,0.47,0.43,0.34,0.14,2531.16,0,0.23,1
213,2,4515,0.43,0.19,0.10,0.09,12413.67,1,0.24,0
770,0,2605,0.85,0.21,0.01,0.18,12955.39,0,0.03,1
200,0,3064,0.58,0.08,0.00,0.27,7839.50,0,0.40,1
236,2,3951,0.95,0.08,0.06,0.15,9541.83,0,0.15,0
322,0,3185,0.14,0.09,0.31,0.10,2100.70,0,0.23,0
424,1,850,0.95,0.22,0.33,0.15,14179.78,0,0.06,1
1602,2,333,0.63,0.37,0.10,0.03,4009.03,1,0.39,1
1753,0,1204,0.58,0.42,0.06,0.14,8322.97,0,0.32,1
1472,0,3202,0.50,0.37,0.07,0.04,9538.53,1,0.25,1
1231,2,3731,0.10,0.01,0.22,0.07,14125.22,1,0.12,0
1058,1,1658,0.64,0.36,0.20,0.37,3723.73,1,0.27,1
436,1,2462,0.31,0.08,0.21,0.38,14025.51,1,0.17,0
1081,2,1592,0.05,0.30,0.04,0.21,4115.45,0,0.54,1
996,1,4270,0.71,0.01,0.29,0.06,3097.67,0,0.22,1
89,1,4922,1.00,0.35,0.27,0.07,6868.04,0,0.06,1
32,2,1037,0.91,0.01,0.32,0.10,14083.50,1,0.34,1
574,2,3309,0.98,0.08,0.16,0.14,12222.94,0,0.19,0
1009,2,2279,0.91,0.20,0.08,0.09,12121.85,0,0.40,0
1528,1,1972,0.85,0.32,0.26,0.38,12000.47,1,0.23,1
486,0,3445,0.70,0.10,0.11,0.32,11574.65,1,0.46,1
1939,0,4688,0.79,0.45,0.22,0.00,3294.30,1,0.49,1
16,0,2183,0.45,0.09,0.26,0.20,5149.74,0,0.56,1
1273,0,620,0.28,0.42,0.24,0.06,2508.93,1,0.35,1
523,0,1007,0.44,0.12,0.18,0.24,1940.66,1,0.13,1
775,0,2618,0.32,0.21,0.06,0.14,14720.49,1,0.43,1
1698,0,820,0.51,0.44,0.39,0.05,9011.35,0,0.36,1
1105,1,1828,0.42,0.20,0.28,0.30,5193.69,0,0.07,0
1853,2,4896,0.64,0.22,0.02,0.23,5228.03,0,0.58,1
1771,2,2238,0.52,0.26,0.27,0.10,7374.96,0,0.54,1
653,1,1817,0.45,0.14,0.05,0.36,11253.04,1,0.51,1
1247,2,3113,0.07,0.38,0.21,0.28,10033.62,0,0.51,1
1204,0,2225,0.43,0.16,0.19,0.37,4712.60,0,0.37,1
1684,0,3054,0.79,0.23,0.35,0.36,1406.22,0,0.02,1
1674,2,2642,0.25,0.43,0.21,0.12,546.43,0,0.13,0
1204,0,2869,0.86,0.15,0.15,0.12,11351.98,1,0.24,0
863,0,15,0.07,0.08,0.09,0.16,15133.69,1,0.51,1
1309,2,3271,0.19,0.24,0.17,0.31,6684.22,0,0.41,0
64,1,4334,0.97,0.02,0.20,0.28,10727.74,1,0.29,0
1789,1,3295,0.53,0.32,0.32,0.05,2850.72,1,0.23,1
51,2,4506,0.10,0.06,0.16,0.03,14455.44,0,0.57,0
1273,2,1431,0.25,0.43,0.39,0.02,14269.99,1,0.33,0
1216,2,2498,0.81,0.18,0.29,0.32,12879.59,1,0.05,1
1849,0,1292,0.40,0.28,0.37,0.36,13315.95,1,0.17,1
58,0,4634,0.81,0.33,0.14,0.20,5410.64,1,0.53,1
1082,2,3282,0.74,0.43,0.23,0.32,12254.09,1,0.30,1
959,1,3571,0.57,0.01,0.03,0.31,12633.21,0,0.48,1
256,2,272,0.01,0.07,0.10,0.29,1145.50,1,0.23,0
591,0,324,0.16,0.25,0.39,0.03,7176.09,0,0.30,1
999,0,4845,0.46,0.07,0.01,0.31,10386.58,0,0.45,1
1591,1,355,0.68,0.21,0.01,0.14,565.94,0,0.01,0
1478,2,4446,0.75,0.28,0.24,0.31,7779.67,0,0.03,0
1499,0,10,0.86,0.06,0.12,0.15,7845.73,0,0.31,1
736,0,1402,0.72,0.02,0.19,0.20,7610.96,1,0.39,1
141,2,1759,0.22,0.07,0.23,0.12,11022.67,0,0.42,1
1737,2,3284,0.41,0.44,0.29,0.11,10622.27,0,0.11,0
46,2,636,0.22,0.42,0.11,0.13,6050.92,1,0.15,0
1424,1,2460,0.25,0.23,0.13,0.10,9212.32,0,0.12,0
560,1,3311,0.55,0.30,0.38,0.10,12198.49,1,0.55,1
910,1,4674,0.08,0.13,0.25,0.06,8385.48,0,0.25,0
69,2,1598,0.60,0.50,0.13,0.22,4927.54,1,0.27,0
130,0,4905,0.38,0.48,0.17,0.11,12876.53,1,0.04,1
1925,1,467,0.20,0.43,0.17,0.06,14827.81,1,0.39,0
1141,1,4567,0.63,0.09,0.39,0.17,8942.82,0,0.49,1
852,1,1084,0.52,0.48,0.29,0.06,12911.47,0,0.05,0
1608,0,4496,0.35,0.13,0.05,0.12,10578.02,0,0.56,1
1359,2,1962,0.55,0.04,0.08,0.37,7210.74,1,0.07,0
1626,2,4125,0.28,0.38,0.14,0.17,9940.32,1,0.50,1
1296,0,313,0.02,0.29,0.38,0.37,9692.48,1,0.34,1
693,2,2898,0.23,0.37,0.19,0.15,1669.65,0,0.06,1
1716,0,4131,0.66,0.16,0.26,0.12,13291.37,0,0.41,1
265,0,2912,0.51,0.19,0.10,0.32,484.02,1,0.34,1
1834,2,1985,0.97,0.45,0.03,0.30,6560.40,1,0.42,1
1437,2,1563,0.05,0.12,0.32,0.12,12447.11,1,0.55,0
709,1,4667,0.77,0.09,0.11,0.01,13397.22,0,0.09,0
316,1,365,0.47,0.25,0.30,0.17,8260.46,1,0.59,1
779,2,371,0.19,0.38,0.08,0.35,2554.72,0,0.38,1
1601,1,2609,0.99,0.07,0.38,0.37,3620.08,1,0.14,0
190,1,3506,0.58,0.34,0.32,0.37,14728.50,1,0.02,1
1958,0,1487,0.01,0.09,0.19,0.20,4444.12,0,0.49,1
1803,1,887,0.81,0.43,0.09,0.15,3207.65,1,0.58,1
1582,0,1091,0.90,0.31,0.21,0.17,4462.27,0,0.52,1
1618,0,4594,0.39,0.36,0.04,0.01,7755.09,0,0.13,1
185,2,1022,0.13,0.44,0.14,0.10,11651.30,1,0.29,0
868,0,2889,0.74,0.39,0.03,0.35,8448.74,1,0.38,1
1654,2,1363,0.56,0.17,0.11,0.26,5462.65,0,0.30,1
1245,1,1483,0.20,0.02,0.24,0.07,8464.03,0,0.38,0
1050,0,3512,0.72,0.15,0.29,0.01,4674.27,0,0.22,0
523,0,1674,0.42,0.30,0.02,0.17,7234.50,0,0.25,1
428,2,1199,0.79,0.40,0.04,0.18,9637.69,0,0.40,1
432,2,2248,0.47,0.10,0.00,0.30,5963.66,0,0.53,1
1059,1,4330,0.21,0.09,0.24,0.29,10729.56,1,0.20,0
518,1,1363,0.47,0.31,0.34,0.18,12713.81,1,0.12,1
1734,1,4788,0.74,0.08,0.05,0.14,10079.80,0,0.38,0
1838,1,3927,0.02,0.48,0.26,0.36,585.17,0,0.49,1
1842,0,1633,0.69,0.32,0.16,0.16,6631.42,1,0.27,0
760,1,3196,0.37,0.22,0.38,0.21,3811.20,1,0.60,1
1849,0,1888,0.19,0.02,0.31,0.08,10987.24,1,0.29,0
1105,0,2393,0.07,0.43,0.09,0.34,1195.67,0,0.24,0
1449,2,39,0.34,0.35,0.05,0.26,12309.36,0,0.30,0
280,0,2883,0.92,0.03,0.13,0.17,1434.78,0,0.44,1
965,2,4755,0.72,0.07,0.30,0.27,9574.52,1,0.08,1
508,2,4579,0.21,0.46,0.13,0.31,11471.04,0,0.23,0
668,1,3929,0.73,0.14,0.07,0.31,9303.16,0,0.57,0
1429,1,4183,0.50,0.18,0.39,0.37,526.29,1,0.05,1
1397,1,2129,0.64,0.49,0.27,0.18,9410.44,0,0.25,0
630,0,1410,0.95,0.43,0.02,0.27,6412.15,0,0.25,1
616,0,4954,0.15,0.01,0.33,0.01,6537.01,0,0.27,0
1215,1,229,0.94,0.01,0.10,0.39,14272.56,1,0.41,1
209,1,2158,0.94,0.50,0.27,0.20,15211.69,0,0.33,1
1065,0,3052,0.17,0.01,0.24,0.16,10645.18,0,0.07,0
627,2,369,0.73,0.19,0.32,0.04,5591.19,0,0.53,0
365,0,1234,0.48,0.17,0.08,0.22,6711.36,0,0.50,1
1726,2,3210,0.61,0.06,0.39,0.12,3646.03,1,0.26,1
1992,2,3981,0.12,0.34,0.30,0.23,14951.31,1,0.22,0
619,2,1024,0.54,0.25,0.27,0.22,7388.21,1,0.07,1
1297,0,4472,0.60,0.22,0.15,0.33,12943.07,1,0.33,1
1057,2,4378,0.02,0.07,0.36,0.00,6960.66,1,0.54,0
1706,2,269,0.47,0.47,0.33,0.23,6018.06,0,0.49,1
368,0,2300,0.42,0.11,0.04,0.36,1080.10,1,0.29,0
1680,2,2367,0.90,0.02,0.25,0.30,10543.70,0,0.01,0
1411,0,3597,0.34,0.40,0.23,0.28,8170.87,0,0.27,0
13,0,4796,0.74,0.03,0.38,0.28,2696.82,1,0.37,1
589,1,756,0.75,0.49,0.38,0.32,5013.71,1,0.11,1
1292,0,3364,0.40,0.03,0.22,0.20,11561.18,0,0.38,0
1572,1,97,0.20,0.40,0.21,0.22,15159.69,1,0.30,1
1961,2,936,0.17,0.38,0.33,0.12,10650.29,0,0.15,0
1523,1,694,0.47,0.37,0.37,0.36,12205.94,1,0.02,1
248,2,981,0.27,0.16,0.16,0.35,14788.75,0,0.29,0
1359,1,2691,0.90,0.46,0.08,0.10,14907.95,0,0.29,1
1081,1,2073,0.65,0.40,0.13,0.23,1673.20,1,0.00,1
673,0,2517,0.62,0.16,0.30,0.31,6215.45,1,0.59,1
969,0,776,0.42,0.48,0.15,0.22,7789.84,0,0.27,1
612,2,1219,0.40,0.28,0.04,0.12,9874.15,0,0.46,1
1787,2,1352,0.87,0.19,0.21,0.31,9981.59,0,0.39,0
1399,0,4882,0.01,0.15,0.26,0.30,13103.53,1,0.58,1
116,2,3709,0.05,0.24,0.30,0.26,13517.01,1,0.58,1
1681,1,2031,0.24,0.30,0.35,0.03,9630.32,0,0.38,1
578,0,296,0.68,0.46,0.01,0.40,8165.55,1,0.18,1
1200,1,2584,0.87,0.30,0.06,0.34,1282.83,0,0.26,0
1959,2,3784,0.83,0.28,0.08,0.17,3904.51,0,0.41,1
605,0,2702,0.34,0.42,0.38,0.08,11635.62,1,0.20,1
1511,0,980,0.45,0.14,0.34,0.29,1764.28,0,0.34,1
1920,1,4755,0.19,0.04,0.34,0.35,3764.55,0,0.51,0
1467,1,1139,0.24,0.18,0.31,0.17,827.13,0,0.32,0
1642,0,4723,0.00,0.43,0.40,0.33,11944.16,1,0.11,1
1793,0,1514,0.95,0.26,0.34,0.13,11380.16,0,0.05,1
1636,2,4946,0.94,0.23,0.31,0.33,12737.42,0,0.10,1
1570,0,3754,0.54,0.06,0.02,0.38,6271.77,1,0.33,1
1539,1,1504,0.95,0.14,0.24,0.07,6614.86,1,0.41,1
638,0,1328,0.56,0.09,0.25,0.23,6257.29,0,0.36,1
932,0,3200,0.75,0.05,0.25,0.04,2783.55,0,0.32,0
1568,0,2080,0.40,0.49,0.14,0.22,2414.45,0,0.16,1
414,1,520,0.82,0.47,0.37,0.23,13395.79,1,0.25,1
1427,2,3298,0.55,0.08,0.14,0.12,3912.07,0,0.14,0
972,0,2837,0.36,0.43,0.35,0.21,2876.45,0,0.32,1
325,0,3051,0.07,0.09,0.32,0.09,9141.29,0,0.23,0
1523,0,4622,0.32,0.10,0.17,0.31,9599.98,0,0.16,0
615,0,4575,0.65,0.41,0.33,0.19,3743.38,1,0.08,1
959,2,3859,0.20,0.44,0.02,0.18,11719.07,1,0.30,0
1476,0,4413,0.85,0.36,0.20,0.19,5212.84,1,0.46,1
1160,2,3927,0.20,0.08,0.25,0.33,13102.31,0,0.24,0
849,0,3647,0.14,0.21,0.33,0.15,13772.98,0,0.36,1
687,1,1442,0.66,0.41,0.26,0.03,5245.72,1,0.31,1
417,1,3516,0.27,0.15,0.24,0.34,5852.35,0,0.04,0
537,0,927,0.39,0.11,0.21,0.39,7902.39,0,0.52,1
691,0,1292,0.27,0.39,0.38,0.37,10599.72,1,0.01,0
1833,0,1294,0.42,0.30,0.25,0.21,9777.63,1,0.46,1
111,1,3314,0.61,0.49,0.18,0.38,2170.09,1,0.40,1
252,0,3070,0.37,0.36,0.27,0.34,10453.78,0,0.02,1
1079,2,4347,0.10,0.10,0.23,0.10,11262.34,0,0.48,0
914,2,328,1.00,0.24,0.18,0.13,13216.82,1,0.59,1
1517,0,2380,0.39,0.06,0.33,0.06,9417.43,1,0.04,1
1515,0,4323,0.32,0.44,0.36,0.08,10592.93,0,0.38,0
1563,0,2487,0.38,0.11,0.09,0.34,2533.72,0,0.12,0
1932,2,857,0.09,0.44,0.18,0.35,9874.28,0,0.42,1
591,0,3574,0.10,0.02,0.02,0.13,13515.49,0,0.36,0
241,1,3641,0.35,0.31,0.18,0.18,4476.86,1,0.10,0
804,0,4947,0.74,0.19,0.34,0.12,9571.71,0,0.31,1
1724,0,419,0.66,0.49,0.05,0.05,6364.24,0,0.24,0
1639,2,2709,0.32,0.21,0.05,0.05,5457.15,0,0.41,0
1941,2,4772,0.76,0.09,0.24,0.09,5145.40,1,0.26,0
1244,1,4171,0.78,0.49,0.39,0.12,14099.88,0,0.28,0
1307,0,3721,0.14,0.04,0.15,0.02,5618.66,0,0.50,1
1745,1,3656,0.36,0.34,0.19,0.17,4412.95,0,0.38,1
616,2,3637,0.76,0.27,0.30,0.01,13585.59,1,0.10,0
1573,0,3936,0.50,0.46,0.32,0.36,15248.74,1,0.13,1
1181,2,4749,0.95,0.21,0.39,0.25,12280.53,1,0.41,1
436,1,3163,0.85,0.05,0.33,0.14,11000.80,0,0.34,0
1554,0,1079,0.90,0.19,0.03,0.30,14154.85,0,0.37,1
1135,0,2010,0.05,0.39,0.39,0.27,10605.29,0,0.03,1
305,0,329,0.54,0.38,0.27,0.32,886.26,0,0.07,1
1097,1,720,0.74,0.45,0.35,0.12,3555.23,1,0.38,1
281,2,3916,0.09,0.25,0.08,0.35,4186.42,0,0.35,1
1667,1,1061,0.73,0.37,0.05,0.25,13866.17,1,0.11,0
198,2,3888,0.47,0.23,0.21,0.22,11567.02,0,0.23,0
1156,1,137,0.16,0.41,0.24,0.27,13831.77,0,0.48,1
494,1,783,0.70,0.45,0.09,0.36,10981.99,1,0.13,1
1109,1,4431,0.91,0.04,0.31,0.11,11239.02,0,0.34,0
1540,1,1915,0.39,0.15,0.14,0.16,2054.68,1,0.02,0
983,0,902,0.92,0.44,0.23,0.32,8546.10,1,0.57,1
370,1,1716,0.24,0.24,0.24,0.29,7439.80,0,0.11,0
377,1,1516,0.24,0.15,0.39,0.06,14271.69,0,0.17,0
1624,2,3625,0.51,0.17,0.40,0.28,2717.87,0,0.49,1
1502,1,2252,0.95,0.45,0.08,0.04,5576.38,0,0.34,1
582,1,3658,0.24,0.30,0.25,0.13,11989.04,1,0.03,0
1097,0,3424,0.15,0.41,0.17,0.02,11288.95,0,0.42,1
1560,1,4196,0.34,0.25,0.38,0.04,7731.60,0,0.27,0
24,0,142,0.58,0.45,0.30,0.36,2554.62,0,0.23,1
1912,1,2885,0.63,0.48,0.36,0.05,9795.83,1,0.35,1
1140,2,3538,0.99,0.29,0.13,0.16,2811.46,1,0.16,1
1921,1,1080,0.81,0.03,0.13,0.11,10518.56,0,0.59,0
293,2,1053,0.38,0.30,0.01,0.21,2565.60,0,0.48,1
1417,1,2963,0.09,0.28,0.25,0.14,14608.51,1,0.25,0
899,2,2125,0.78,0.12,0.07,0.10,12215.95,0,0.53,0
736,0,374,0.14,0.01,0.36,0.29,6247.90,0,0.29,0
793,0,3655,0.05,0.41,0.23,0.07,8401.91,1,0.52,1
965,1,2000,0.42,0.06,0.03,0.18,3099.17,0,0.58,1
1206,2,634,0.26,0.11,0.02,0.11,6433.33,1,0.25,0
1920,1,3647,0.66,0.31,0.30,0.04,11397.84,1,0.39,1
1457,2,3161,0.04,0.33,0.32,0.15,3475.56,1,0.34,0
417,1,3995,0.86,0.13,0.38,0.39,3379.19,0,0.17,0
1896,1,252,0.69,0.26,0.26,0.26,14564.24,1,0.15,1
1121,0,4956,0.07,0.04,0.36,0.02,5713.71,1,0.31,1
304,0,4133,0.23,0.12,0.34,0.13,5840.65,1,0.13,0
838,1,3820,0.72,0.40,0.26,0.20,12575.89,0,0.50,1
1703,1,4832,0.26,0.22,0.33,0.19,494.02,1,0.36,0
31,1,4329,0.39,0.06,0.34,0.36,305.15,0,0.49,1
1813,0,1841,0.86,0.31,0.25,0.28,3845.22,1,0.36,1
1275,2,444,0.66,0.19,0.29,0.39,5961.13,1,0.04,1
1725,2,1149,0.02,0.40,0.12,0.33,1440.47,0,0.21,0
1544,1,1436,0.11,0.00,0.27,0.36,2158.37,0,0.22,0
856,0,1130,0.52,0.19,0.26,0.33,9189.76,0,0.01,1
823,2,1519,0.23,0.30,0.37,0.18,11035.44,1,0.44,0
1992,0,1716,0.36,0.06,0.18,0.33,5801.59,0,0.01,1
904,1,583,0.35,0.21,0.13,0.34,13712.11,1,0.27,1
1849,2,613,0.50,0.13,0.09,0.36,5236.61,1,0.50,1
1940,0,1645,0.63,0.07,0.15,0.24,11864.13,1,0.05,0
1685,2,1281,0.18,0.05,0.31,0.05,4063.50,1,0.34,0
1156,1,4592,0.07,0.50,0.10,0.31,14045.88,0,0.30,0
1506,0,2025,0.41,0.34,0.23,0.09,8738.59,0,0.54,1
802,0,97,0.46,0.31,0.31,0.05,4101.19,0,0.00,1
9,1,3595,0.91,0.41,0.10,0.05,15141.56,0,0.43,1
1995,2,4423,0.35,0.21,0.31,0.01,9796.29,1,0.19,1
181,1,3187,0.35,0.11,0.33,0.16,997.26,0,0.33,1
735,1,3401,0.14,0.05,0.37,0.28,8820.27,0,0.09,0
1587,2,1685,0.76,0.30,0.25,0.21,1916.64,0,0.41,0
1287,0,1832,0.12,0.24,0.19,0.16,1055.34,1,0.60,1
1511,1,4725,0.87,0.42,0.34,0.22,13112.35,0,0.32,1
103,1,4752,0.77,0.15,0.07,0.26,559.46,1,0.53,1
1424,0,2335,0.28,0.48,0.37,0.31,7965.76,1,0.04,1
1472,1,4319,0.85,0.02,0.24,0.18,6637.01,0,0.55,0
20,1,847,0.48,0.37,0.02,0.17,12206.29,1,0.58,1
1685,2,2783,0.33,0.35,0.25,0.23,1019.30,1,0.02,0
879,0,566,0.91,0.25,0.00,0.28,7082.20,1,0.53,1
69,1,3647,0.44,0.11,0.12,0.38,9935.03,0,0.46,1
1203,2,4552,0.81,0.31,0.19,0.25,14304.89,1,0.33,1
808,0,3590,0.23,0.47,0.12,0.19,5444.96,1,0.20,0
1602,1,4980,0.47,0.24,0.30,0.22,11100.16,0,0.23,1
707,1,252,0.06,0.18,0.33,0.00,10672.05,1,0.42,1
1285,1,649,0.71,0.45,0.17,0.40,4821.43,1,0.39,1
1897,2,3222,0.73,0.14,0.12,0.10,8226.67,1,0.39,1
1528,1,4217,0.54,0.13,0.33,0.39,15119.17,1,0.18,0
976,1,3245,0.10,0.06,0.16,0.07,3681.05,1,0.39,0
1491,1,4156,0.38,0.40,0.05,0.29,801.30,1,0.17,0
413,1,2243,0.38,0.42,0.37,0.08,7145.81,0,0.25,0
390,2,3867,0.24,0.47,0.20,0.38,4955.48,0,0.11,0
652,2,4746,0.67,0.21,0.23,0.24,6834.03,1,0.31,1
834,1,2255,0.71,0.35,0.13,0.29,7565.43,0,0.22,1
623,0,1019,0.69,0.04,0.05,0.00,13942.16,0,0.37,1
1264,2,2373,0.66,0.36,0.17,0.38,651.80,1,0.06,1
882,2,4919,0.81,0.27,0.32,0.11,5940.13,0,0.35,0
32,2,1408,0.50,0.29,0.09,0.31,10551.65,1,0.19,1
1336,2,2237,0.64,0.03,0.11,0.23,14641.49,0,0.10,0
1743,1,4146,0.38,0.48,0.08,0.10,5451.49,0,0.19,0
1957,2,313,0.66,0.30,0.30,0.11,645.88,0,0.06,0
1029,2,4304,0.66,0.41,0.17,0.25,4072.19,1,0.08,1
1224,0,116,0.16,0.09,0.05,0.40,5323.81,1,0.29,0
1418,2,3528,0.60,0.14,0.03,0.23,2821.77,0,0.39,0
1748,1,509,0.73,0.12,0.08,0.04,11595.46,1,0.01,0
1685,0,4721,0.33,0.43,0.14,0.03,5868.17,1,0.06,0
59,2,99,0.39,0.42,0.28,0.34,2972.81,0,0.38,1
1440,2,1704,0.33,0.26,0.37,0.05,9008.11,0,0.16,0
1224,1,1878,0.53,0.28,0.19,0.02,9553.33,0,0.57,1
618,0,42,0.28,0.32,0.04,0.34,2724.22,0,0.28,1
574,2,753,0.58,0.02,0.04,0.37,5283.17,0,0.14,0
1683,0,2505,0.33,0.11,0.13,0.35,12208.66,0,0.58,0
1169,0,2204,0.45,0.42,0.31,0.26,7849.73,0,0.17,1
762,0,3251,1.00,0.42,0.34,0.01,9234.27,0,0.10,1
1386,1,751,0.09,0.25,0.05,0.05,15095.89,1,0.35,0
